sample_id,safe_id,word_idx,word
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,6,tribal
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,7,warfare
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,8,in
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,9,Kenya
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,10,following
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,11,a
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,12,disputed
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,13,election
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,0,For
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,1,the
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,2,10th
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,3,straight
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,4,year
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,5,some
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,6,of
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,7,Kentucky’s
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,8,best
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,9,and
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,10,most
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,11,innovative
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,12,biotech
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,13,companies
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,14,and
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,15,technologies
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,16,were
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,17,on
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,18,display
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,19,at
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,20,the
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,21,annual
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,22,BIO
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,23,International
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,24,Convention
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,25,which
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,26,I
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,27,and
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,28,other
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,29,state
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,30,officials
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,31,attended
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,32,this
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,33,week
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,34,in
-dxfTGcXJoc$_$1,-dxfTGcXJoc__1,35,Chicago
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,0,This
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,1,is
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,2,Governor
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,3,Steve
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,4,Beshear
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,5,About
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,6,Kentucky
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,7,Our
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,8,state
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,9,is
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,10,home
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,11,to
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,12,more
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,13,than
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,14,1
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,15,500
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,16,bioscience
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,17,and
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,18,lifescience
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,19,companies
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,20,and
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,21,more
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,22,than
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,23,100
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,24,000
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,25,people
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,26,who
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,27,work
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,28,for
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,29,these
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,30,firms
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,31,in
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,32,areas
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,33,from
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,34,nutrigenomics
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,35,and
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,36,pharmaceuticals
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,37,to
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,38,nanotechnology
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,39,and
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,40,medical
-dxfTGcXJoc$_$0,-dxfTGcXJoc__0,41,devices
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,0,An
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,1,estimated
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,2,20
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,3,000
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,4,biotech
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,5,scientists
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,6,executives
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,7,and
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,8,industry
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,9,experts
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,10,from
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,11,more
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,12,than
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,13,50
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,14,nations
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,15,were
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,16,at
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,17,the
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,18,BIO
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,19,conference
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,20,to
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,21,learn
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,22,about
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,23,the
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,24,latest
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,25,scientific
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,26,advances
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,27,and
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,28,to
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,29,exchange
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,30,ideas
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,31,and
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,32,establish
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,33,business
-dxfTGcXJoc$_$2,-dxfTGcXJoc__2,34,relationships
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,0,Kentucky’s
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,1,participation
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,2,at
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,3,the
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,4,annual
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,5,BIO
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,6,International
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,7,Convention
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,8,is
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,9,the
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,10,primary
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,11,means
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,12,by
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,13,which
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,14,our
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,15,high
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,16,tech
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,17,companies
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,18,and
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,19,institutions
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,20,can
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,21,reach
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,22,out
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,23,to
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,24,the
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,25,global
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,26,scientific
-dxfTGcXJoc$_$6,-dxfTGcXJoc__6,27,community
-egA8-b7-3M$_$26,-egA8-b7-3M__26,0,We're
-egA8-b7-3M$_$26,-egA8-b7-3M__26,1,updating
-egA8-b7-3M$_$26,-egA8-b7-3M__26,2,it
-egA8-b7-3M$_$26,-egA8-b7-3M__26,3,all
-egA8-b7-3M$_$26,-egA8-b7-3M__26,4,the
-egA8-b7-3M$_$26,-egA8-b7-3M__26,5,time
-egA8-b7-3M$_$26,-egA8-b7-3M__26,6,and
-egA8-b7-3M$_$26,-egA8-b7-3M__26,7,looking
-egA8-b7-3M$_$26,-egA8-b7-3M__26,8,forward
-egA8-b7-3M$_$26,-egA8-b7-3M__26,9,to
-egA8-b7-3M$_$26,-egA8-b7-3M__26,10,your
-egA8-b7-3M$_$26,-egA8-b7-3M__26,11,comments
-egA8-b7-3M$_$26,-egA8-b7-3M__26,12,on
-egA8-b7-3M$_$26,-egA8-b7-3M__26,13,our
-egA8-b7-3M$_$26,-egA8-b7-3M__26,14,videos
-egA8-b7-3M$_$17,-egA8-b7-3M__17,0,As
-egA8-b7-3M$_$17,-egA8-b7-3M__17,1,you
-egA8-b7-3M$_$17,-egA8-b7-3M__17,2,have
-egA8-b7-3M$_$17,-egA8-b7-3M__17,3,more
-egA8-b7-3M$_$17,-egA8-b7-3M__17,4,experience
-egA8-b7-3M$_$17,-egA8-b7-3M__17,5,you
-egA8-b7-3M$_$17,-egA8-b7-3M__17,6,have
-egA8-b7-3M$_$17,-egA8-b7-3M__17,7,more
-egA8-b7-3M$_$17,-egA8-b7-3M__17,8,times
-egA8-b7-3M$_$17,-egA8-b7-3M__17,9,exhibiting
-egA8-b7-3M$_$17,-egA8-b7-3M__17,10,you
-egA8-b7-3M$_$17,-egA8-b7-3M__17,11,get
-egA8-b7-3M$_$17,-egA8-b7-3M__17,12,to
-egA8-b7-3M$_$17,-egA8-b7-3M__17,13,know
-egA8-b7-3M$_$17,-egA8-b7-3M__17,14,more
-egA8-b7-3M$_$17,-egA8-b7-3M__17,15,people
-egA8-b7-3M$_$18,-egA8-b7-3M__18,0,It
-egA8-b7-3M$_$18,-egA8-b7-3M__18,1,becomes
-egA8-b7-3M$_$18,-egA8-b7-3M__18,2,easier
-egA8-b7-3M$_$18,-egA8-b7-3M__18,3,at
-egA8-b7-3M$_$18,-egA8-b7-3M__18,4,each
-egA8-b7-3M$_$18,-egA8-b7-3M__18,5,one
-egA8-b7-3M$_$18,-egA8-b7-3M__18,6,of
-egA8-b7-3M$_$18,-egA8-b7-3M__18,7,these
-egA8-b7-3M$_$18,-egA8-b7-3M__18,8,conferences
-egA8-b7-3M$_$18,-egA8-b7-3M__18,9,to
-egA8-b7-3M$_$18,-egA8-b7-3M__18,10,connect
-egA8-b7-3M$_$18,-egA8-b7-3M__18,11,with
-egA8-b7-3M$_$18,-egA8-b7-3M__18,12,people
-egA8-b7-3M$_$18,-egA8-b7-3M__18,13,that
-egA8-b7-3M$_$18,-egA8-b7-3M__18,14,you've
-egA8-b7-3M$_$18,-egA8-b7-3M__18,15,met
-egA8-b7-3M$_$18,-egA8-b7-3M__18,16,or
-egA8-b7-3M$_$18,-egA8-b7-3M__18,17,that
-egA8-b7-3M$_$18,-egA8-b7-3M__18,18,you're
-egA8-b7-3M$_$18,-egA8-b7-3M__18,19,doing
-egA8-b7-3M$_$18,-egA8-b7-3M__18,20,business
-egA8-b7-3M$_$18,-egA8-b7-3M__18,21,with
-egA8-b7-3M$_$16,-egA8-b7-3M__16,0,Third
-egA8-b7-3M$_$16,-egA8-b7-3M__16,1,another
-egA8-b7-3M$_$16,-egA8-b7-3M__16,2,big
-egA8-b7-3M$_$16,-egA8-b7-3M__16,3,benefit
-egA8-b7-3M$_$16,-egA8-b7-3M__16,4,of
-egA8-b7-3M$_$16,-egA8-b7-3M__16,5,exhibiting
-egA8-b7-3M$_$16,-egA8-b7-3M__16,6,is
-egA8-b7-3M$_$16,-egA8-b7-3M__16,7,connecting
-egA8-b7-3M$_$16,-egA8-b7-3M__16,8,with
-egA8-b7-3M$_$16,-egA8-b7-3M__16,9,existing
-egA8-b7-3M$_$16,-egA8-b7-3M__16,10,clients
-egA8-b7-3M$_$13,-egA8-b7-3M__13,0,What
-egA8-b7-3M$_$13,-egA8-b7-3M__13,1,are
-egA8-b7-3M$_$13,-egA8-b7-3M__13,2,you
-egA8-b7-3M$_$13,-egA8-b7-3M__13,3,doing
-egA8-b7-3M$_$13,-egA8-b7-3M__13,4,that's
-egA8-b7-3M$_$13,-egA8-b7-3M__13,5,different
-egA8-b7-3M$_$13,-egA8-b7-3M__13,6,They
-egA8-b7-3M$_$13,-egA8-b7-3M__13,7,always
-egA8-b7-3M$_$13,-egA8-b7-3M__13,8,want
-egA8-b7-3M$_$13,-egA8-b7-3M__13,9,an
-egA8-b7-3M$_$13,-egA8-b7-3M__13,10,answer
-egA8-b7-3M$_$1,-egA8-b7-3M__1,0,I
-egA8-b7-3M$_$1,-egA8-b7-3M__1,1,started
-egA8-b7-3M$_$1,-egA8-b7-3M__1,2,a
-egA8-b7-3M$_$1,-egA8-b7-3M__1,3,successful
-egA8-b7-3M$_$1,-egA8-b7-3M__1,4,Legal
-egA8-b7-3M$_$1,-egA8-b7-3M__1,5,Nurse
-egA8-b7-3M$_$1,-egA8-b7-3M__1,6,Consulting
-egA8-b7-3M$_$1,-egA8-b7-3M__1,7,Business
-egA8-b7-3M$_$1,-egA8-b7-3M__1,8,in
-egA8-b7-3M$_$1,-egA8-b7-3M__1,9,1989
-egA8-b7-3M$_$1,-egA8-b7-3M__1,10,I
-egA8-b7-3M$_$1,-egA8-b7-3M__1,11,mentor
-egA8-b7-3M$_$1,-egA8-b7-3M__1,12,nurses
-egA8-b7-3M$_$1,-egA8-b7-3M__1,13,who
-egA8-b7-3M$_$1,-egA8-b7-3M__1,14,want
-egA8-b7-3M$_$1,-egA8-b7-3M__1,15,to
-egA8-b7-3M$_$1,-egA8-b7-3M__1,16,become
-egA8-b7-3M$_$1,-egA8-b7-3M__1,17,Legal
-egA8-b7-3M$_$1,-egA8-b7-3M__1,18,Nurse
-egA8-b7-3M$_$1,-egA8-b7-3M__1,19,Consultants
-egA8-b7-3M$_$6,-egA8-b7-3M__6,0,First
-egA8-b7-3M$_$6,-egA8-b7-3M__6,1,exhibiting
-egA8-b7-3M$_$6,-egA8-b7-3M__6,2,is
-egA8-b7-3M$_$6,-egA8-b7-3M__6,3,a
-egA8-b7-3M$_$6,-egA8-b7-3M__6,4,wonderful
-egA8-b7-3M$_$6,-egA8-b7-3M__6,5,opportunity
-egA8-b7-3M$_$6,-egA8-b7-3M__6,6,to
-egA8-b7-3M$_$6,-egA8-b7-3M__6,7,network
-egA8-b7-3M$_$6,-egA8-b7-3M__6,8,with
-egA8-b7-3M$_$6,-egA8-b7-3M__6,9,other
-egA8-b7-3M$_$6,-egA8-b7-3M__6,10,legal
-egA8-b7-3M$_$6,-egA8-b7-3M__6,11,vendors
-egA8-b7-3M$_$9,-egA8-b7-3M__9,0,Secondly
-egA8-b7-3M$_$9,-egA8-b7-3M__9,1,another
-egA8-b7-3M$_$9,-egA8-b7-3M__9,2,goal
-egA8-b7-3M$_$9,-egA8-b7-3M__9,3,of
-egA8-b7-3M$_$9,-egA8-b7-3M__9,4,exhibiting
-egA8-b7-3M$_$9,-egA8-b7-3M__9,5,is
-egA8-b7-3M$_$9,-egA8-b7-3M__9,6,building
-egA8-b7-3M$_$9,-egA8-b7-3M__9,7,your
-egA8-b7-3M$_$9,-egA8-b7-3M__9,8,company
-egA8-b7-3M$_$9,-egA8-b7-3M__9,9,image
-egA8-b7-3M$_$20,-egA8-b7-3M__20,0,Now
-egA8-b7-3M$_$20,-egA8-b7-3M__20,1,you've
-egA8-b7-3M$_$20,-egA8-b7-3M__20,2,got
-egA8-b7-3M$_$20,-egA8-b7-3M__20,3,a
-egA8-b7-3M$_$20,-egA8-b7-3M__20,4,face
-egA8-b7-3M$_$20,-egA8-b7-3M__20,5,that
-egA8-b7-3M$_$20,-egA8-b7-3M__20,6,you
-egA8-b7-3M$_$20,-egA8-b7-3M__20,7,can
-egA8-b7-3M$_$20,-egA8-b7-3M__20,8,connect
-egA8-b7-3M$_$20,-egA8-b7-3M__20,9,with
-egA8-b7-3M$_$20,-egA8-b7-3M__20,10,a
-egA8-b7-3M$_$20,-egA8-b7-3M__20,11,voice
-egA8-b7-3M$_$20,-egA8-b7-3M__20,12,and
-egA8-b7-3M$_$20,-egA8-b7-3M__20,13,that
-egA8-b7-3M$_$20,-egA8-b7-3M__20,14,makes
-egA8-b7-3M$_$20,-egA8-b7-3M__20,15,you
-egA8-b7-3M$_$20,-egA8-b7-3M__20,16,closer
-egA8-b7-3M$_$20,-egA8-b7-3M__20,17,to
-egA8-b7-3M$_$20,-egA8-b7-3M__20,18,that
-egA8-b7-3M$_$20,-egA8-b7-3M__20,19,client
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,0,Well
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,1,it
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,2,is
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,3,the
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,4,secret
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,5,of
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,6,power
-iRBcNs9oI8$_$3,-iRBcNs9oI8__3,7,pose
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,0,Well
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,1,for
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,2,starters
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,3,let's
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,4,look
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,5,at
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,6,the
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,7,word
-iRBcNs9oI8$_$7,-iRBcNs9oI8__7,8,power
-iRBcNs9oI8$_$6,-iRBcNs9oI8__6,0,What
-iRBcNs9oI8$_$6,-iRBcNs9oI8__6,1,is
-iRBcNs9oI8$_$6,-iRBcNs9oI8__6,2,a
-iRBcNs9oI8$_$6,-iRBcNs9oI8__6,3,power
-iRBcNs9oI8$_$6,-iRBcNs9oI8__6,4,pose
-iRBcNs9oI8$_$9,-iRBcNs9oI8__9,0,Power
-iRBcNs9oI8$_$9,-iRBcNs9oI8__9,1,is
-iRBcNs9oI8$_$9,-iRBcNs9oI8__9,2,similar
-iRBcNs9oI8$_$9,-iRBcNs9oI8__9,3,to
-iRBcNs9oI8$_$9,-iRBcNs9oI8__9,4,strength
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,0,I've
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,1,drawn
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,2,this
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,3,man
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,4,here
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,5,and
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,6,if
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,7,you
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,8,can
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,9,tell
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,10,he
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,11,has
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,12,a
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,13,lot
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,14,of
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,15,big
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,16,muscles
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,17,he
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,18,looks
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,19,very
-iRBcNs9oI8$_$8,-iRBcNs9oI8__8,20,strong
-lzEya4AM_4$_$5,-lzEya4AM_4__5,0,If
-lzEya4AM_4$_$5,-lzEya4AM_4__5,1,it
-lzEya4AM_4$_$5,-lzEya4AM_4__5,2,falls
-lzEya4AM_4$_$5,-lzEya4AM_4__5,3,into
-lzEya4AM_4$_$5,-lzEya4AM_4__5,4,oh
-lzEya4AM_4$_$5,-lzEya4AM_4__5,5,any
-lzEya4AM_4$_$5,-lzEya4AM_4__5,6,of
-lzEya4AM_4$_$5,-lzEya4AM_4__5,7,those
-lzEya4AM_4$_$5,-lzEya4AM_4__5,8,three
-lzEya4AM_4$_$5,-lzEya4AM_4__5,9,categories
-lzEya4AM_4$_$5,-lzEya4AM_4__5,10,inducing
-lzEya4AM_4$_$5,-lzEya4AM_4__5,11,nausea
-lzEya4AM_4$_$5,-lzEya4AM_4__5,12,and
-lzEya4AM_4$_$5,-lzEya4AM_4__5,13,vomiting
-lzEya4AM_4$_$5,-lzEya4AM_4__5,14,would
-lzEya4AM_4$_$5,-lzEya4AM_4__5,15,be
-lzEya4AM_4$_$5,-lzEya4AM_4__5,16,your
-lzEya4AM_4$_$5,-lzEya4AM_4__5,17,next
-lzEya4AM_4$_$5,-lzEya4AM_4__5,18,step
-lzEya4AM_4$_$6,-lzEya4AM_4__6,0,If
-lzEya4AM_4$_$6,-lzEya4AM_4__6,1,the
-lzEya4AM_4$_$6,-lzEya4AM_4__6,2,product
-lzEya4AM_4$_$6,-lzEya4AM_4__6,3,or
-lzEya4AM_4$_$6,-lzEya4AM_4__6,4,poison
-lzEya4AM_4$_$6,-lzEya4AM_4__6,5,is
-lzEya4AM_4$_$6,-lzEya4AM_4__6,6,some
-lzEya4AM_4$_$6,-lzEya4AM_4__6,7,type
-lzEya4AM_4$_$6,-lzEya4AM_4__6,8,of
-lzEya4AM_4$_$6,-lzEya4AM_4__6,9,petroleum
-lzEya4AM_4$_$6,-lzEya4AM_4__6,10,product
-lzEya4AM_4$_$6,-lzEya4AM_4__6,11,or
-lzEya4AM_4$_$6,-lzEya4AM_4__6,12,corrosive
-lzEya4AM_4$_$6,-lzEya4AM_4__6,13,product
-lzEya4AM_4$_$6,-lzEya4AM_4__6,14,you
-lzEya4AM_4$_$6,-lzEya4AM_4__6,15,would
-lzEya4AM_4$_$6,-lzEya4AM_4__6,16,not
-lzEya4AM_4$_$6,-lzEya4AM_4__6,17,attempt
-lzEya4AM_4$_$6,-lzEya4AM_4__6,18,to
-lzEya4AM_4$_$6,-lzEya4AM_4__6,19,induce
-lzEya4AM_4$_$6,-lzEya4AM_4__6,20,vomiting
-lzEya4AM_4$_$6,-lzEya4AM_4__6,21,and
-lzEya4AM_4$_$6,-lzEya4AM_4__6,22,nausea
-lzEya4AM_4$_$6,-lzEya4AM_4__6,23,as
-lzEya4AM_4$_$6,-lzEya4AM_4__6,24,as
-lzEya4AM_4$_$6,-lzEya4AM_4__6,25,the
-lzEya4AM_4$_$6,-lzEya4AM_4__6,26,product
-lzEya4AM_4$_$6,-lzEya4AM_4__6,27,burned
-lzEya4AM_4$_$6,-lzEya4AM_4__6,28,on
-lzEya4AM_4$_$6,-lzEya4AM_4__6,29,the
-lzEya4AM_4$_$6,-lzEya4AM_4__6,30,way
-lzEya4AM_4$_$6,-lzEya4AM_4__6,31,down
-lzEya4AM_4$_$6,-lzEya4AM_4__6,32,it
-lzEya4AM_4$_$6,-lzEya4AM_4__6,33,could
-lzEya4AM_4$_$6,-lzEya4AM_4__6,34,cause
-lzEya4AM_4$_$6,-lzEya4AM_4__6,35,damage
-lzEya4AM_4$_$6,-lzEya4AM_4__6,36,and
-lzEya4AM_4$_$6,-lzEya4AM_4__6,37,burning
-lzEya4AM_4$_$6,-lzEya4AM_4__6,38,on
-lzEya4AM_4$_$6,-lzEya4AM_4__6,39,the
-lzEya4AM_4$_$6,-lzEya4AM_4__6,40,way
-lzEya4AM_4$_$6,-lzEya4AM_4__6,41,back
-lzEya4AM_4$_$6,-lzEya4AM_4__6,42,up
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,0,There
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,1,are
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,2,a
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,3,dozen
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,4,or
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,5,more
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,6,hands
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,7,on
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,8,techniques
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,9,that
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,10,we
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,11,can
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8__1,12,do
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8__2,0,So
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8__2,1,physical
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8__2,2,therapists
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8__2,3,and
